productclassid,productid,brandname,productname,SKU,SRP,grossweight,netweight,recyclablepackage,lowfat,unitspercase,casesperpallet,shelfwidth,shelfheight,shelfdepth
41,1410,Sunset,SunsetScissors,21639183163,1.7200,17.3,15.2,0,0,14,13,14,7.24,4.28
42,1411,Sunset,SunsetLargeSponge,73550452589,1.9000,17.4,15.3,1,0,19,11,12.4,7.24,9.27
41,1412,Sunset,SunsetScrewDriver,48556137681,1.8300,19.6,17.6,1,0,15,10,3.85,8.51,8.56
65,1413,Gerolli,GerolliExtraLeanHamburger,69705173373,3.3800,13.8,11.8,1,1,4,10,12.8,4.76,20.4
65,1414,Gerolli,GerolliSeasonedHamburger,13948624730,1.3400,19.5,17.5,1,0,26,9,3.79,17.6,8
104,1415,Gauss,GaussMonthlySportsMagazine,83909401297,3.8000,13.7,10.6,1,0,12,11,19.2,8.72,11.5
108,1416,Gauss,GaussMonthlyAutoMagazine,63488488793,2.7800,16.1,15.1,1,0,14,8,9.19,18.8,10.8
107,1417,Gauss,GaussMonthlyComputerMagazine,23113057017,3.6100,15.6,13.6,0,0,29,8,6.97,22.1,20.9
105,1418,Gauss,GaussMonthlyHomeMagazine,85832040905,1.6100,13.3,12.3,0,0,10,11,16.6,14.2,11.7
106,1419,Gauss,GaussMonthlyFashionMagazine,80792245268,0.8300,15.7,13.6,1,0,17,12,6.6,4.39,10.9
61,1420,Hermanos,HermanosSummerSquash,22748995423,1.7300,15.2,12.1,0,1,32,12,4.39,7.69,21.1
61,1421,Hermanos,HermanosCornontheCob,76946966052,2.8400,13.7,10.6,0,1,11,9,17.1,20,5.99
61,1422,Hermanos,HermanosAsparagus,78141482472,2.2300,8.02,6.02,1,0,1,12,21.1,9.96,9.65
61,1423,Hermanos,HermanosSweetPeas,42555918097,2.3700,14.1,13.1,0,1,22,9,6.11,18.5,16.9
61,1424,Hermanos,HermanosNewPotatos,79086070656,3.9100,17.2,15.2,1,0,11,13,11.8,7.88,17.9
61,1425,Hermanos,HermanosBeets,95661703944,2.1800,18.3,17.2,0,0,17,10,20,7.13,21.9
61,1426,Hermanos,HermanosPreparedSalad,11429622769,3.7400,13.1,12.1,0,1,21,13,4.99,11.4,10.4
61,1427,Hermanos,HermanosOnions,63340892195,3.2700,16.1,14.1,1,0,31,9,22.3,6.41,8.91
61,1428,Hermanos,HermanosGreenPepper,38346577286,3.8600,17.3,16.2,0,0,34,6,18.8,11.2,20.4
61,1429,Hermanos,HermanosShitakeMushrooms,59495612978,2.4000,7.06,5.05,1,0,29,9,21.5,3.06,17.9
61,1430,Hermanos,HermanosLettuce,93739064335,3.3600,18.7,15.7,1,1,33,5,12.4,11.9,6.13
61,1431,Hermanos,HermanosElephantGarlic,84125866293,2.8200,9.75,7.75,1,1,4,6,11.3,17.1,8.3
61,1432,Hermanos,HermanosRedPepper,52487912774,1.8000,8.22,7.22,0,0,12,8,14.5,21.7,20.6
61,1433,Hermanos,HermanosGarlic,12112480998,2.6300,16.2,14.2,0,1,30,6,16.9,15.9,7.54
61,1434,Hermanos,HermanosPotatos,74831464886,0.9300,18.3,16.2,1,1,30,11,18,22.9,13.7
61,1435,Hermanos,HermanosCauliflower,69791669249,2.7200,17.2,16.2,0,1,28,7,14.8,20.9,18.5
61,1436,Hermanos,HermanosTomatos,11748419404,0.9200,13.8,12.8,1,1,33,9,8.81,21,21.4
61,1437,Hermanos,HermanosMushrooms,65946390032,1.7400,11.3,8.3,0,1,30,14,15.3,10.8,17
61,1438,Hermanos,HermanosBabyOnion,43238776326,1.3700,8.33,6.32,0,0,1,6,13,18.6,9.84
61,1439,Hermanos,HermanosDriedMushrooms,90576643347,1.5000,9.99,7.98,0,0,11,6,22.4,21.2,13.7
61,1440,Hermanos,HermanosFreshLimaBeans,37106795907,2.8100,10.7,8.69,0,0,9,6,16.5,20.4,20.3
61,1441,Hermanos,HermanosSquash,83193079829,1.3100,14.6,13.6,1,0,2,5,18.4,17.7,13.5
99,1442,Hermanos,HermanosLimes,88960998654,1.6400,17.2,16.2,0,0,29,12,22.3,8.15,14.6
67,1443,Hermanos,HermanosFirmTofu,74774398207,2.1700,6.96,3.96,1,1,15,11,13.2,21,22.2
1,1444,Hermanos,HermanosAlmonds,49780083298,1.7600,11.2,9.19,1,1,23,13,8.44,13.8,17.7
99,1445,Hermanos,HermanosMacintoshApples,70929118990,0.7400,8.69,7.68,0,0,11,13,10.2,11.8,7.77
99,1446,Hermanos,HermanosGoldenDelciousApples,81270440220,1.2600,7.09,6.09,0,0,31,8,14.7,18.6,5.15
99,1447,Hermanos,HermanosRedDelciousApples,71657242178,2.9600,16.5,14.5,0,1,27,13,22.3,11.7,21.5
99,1448,Hermanos,HermanosLemons,75138459801,3.9400,6.79,4.78,0,1,23,9,4.48,22.4,6.53
99,1449,Hermanos,HermanosFancyPlums,34763028025,0.8700,17.5,14.5,1,1,21,6,20.5,14.6,22.5
99,1450,Hermanos,HermanosPlums,62362840771,2.7700,17.4,16.3,1,0,31,6,10,11.5,14.4
99,1451,Hermanos,HermanosPeaches,81225175261,1.6200,17.1,15.1,1,1,9,10,3.29,10.7,3.83
61,1452,Hermanos,HermanosBroccoli,23181925415,2.8900,8.68,6.68,0,0,36,6,13.4,13.7,3.35
99,1453,Hermanos,HermanosMandarinOranges,77379896044,3.1100,17.6,16.6,1,1,18,14,18.8,10.2,9.93
1,1454,Hermanos,HermanosMixedNuts,54672282338,3.3900,17.4,15.3,1,1,11,9,10.1,16,11.8
1,1455,Hermanos,HermanosCannedPeanuts,12010149359,2.5300,16.8,15.7,1,0,30,13,7.84,8.5,21.4
61,1456,Hermanos,HermanosSweetOnion,48540301918,1.8300,9.71,8.71,1,0,6,11,5.91,3.84,15.5
99,1457,Hermanos,HermanosCantelope,41213805079,3.3400,21.3,19.2,0,1,16,10,6.81,7.15,21.2
99,1458,Hermanos,HermanosHoneyDew,77696750760,2.9000,21.6,18.6,1,1,17,11,19,7.44,8.08
99,1459,Hermanos,HermanosFujiApples,63510150313,1.4300,19.1,17.1,1,0,29,9,9.02,6.43,8.24
1,1460,Hermanos,HermanosWalnuts,14613705277,2.1300,11.1,8.1,1,0,29,14,12.8,7.34,17.5
99,1461,Hermanos,HermanosOranges,59664871096,2.5600,15,14,1,1,34,12,13.6,11.2,20.6
99,1462,Hermanos,HermanosTangerines,70006192326,0.7300,16.2,13.2,0,0,35,7,11.7,16,7.19
1,1463,Hermanos,HermanosPartyNuts,60392994284,1.9800,12.4,9.39,1,0,12,11,13,7.12,12.7
24,1464,Amigo,AmigoLox,63874211907,2.9600,21.4,18.3,1,0,23,6,8.91,15.7,6.85
2,1465,Amigo,AmigoScallops,23498780131,2.7900,7.92,6.92,0,1,9,6,3.99,14,15.4
45,1466,FortWest,FortWestLowFatCookies,62315633893,1.8000,11.7,8.69,1,0,3,14,12.6,16.5,21.5
12,1467,FortWest,FortWestBBQPotatoChips,81177968382,3.8800,16.1,14.1,1,1,10,6,16.7,10.4,4.55
12,1468,FortWest,FortWestCornChips,78015547394,1.2600,12.2,11.1,1,1,17,10,8.69,22.6,12.6
12,1469,FortWest,FortWestLowFatBBQChips,66115648150,2.1300,19.3,17.2,0,0,35,9,7.43,18.9,19.8
45,1470,FortWest,FortWestSugarCookies,43408034443,2.4100,21.8,19.7,1,0,9,12,12.4,22.7,10.8
45,1471,FortWest,FortWestChocolateChipCookies,90745901465,1.5500,18,17,0,0,15,10,14.4,9.43,16.4
45,1472,FortWest,FortWestFudgeCookies,37276054024,2.2000,8.28,6.27,1,0,17,11,15.8,4.58,21.4
45,1473,FortWest,FortWestFudgeBrownies,29949557185,2.3600,6.68,4.67,0,1,7,9,10.4,5.85,16.2
12,1474,FortWest,FortWestPotatoChips,35717476010,2.1500,16,15,1,0,30,14,21.6,12.4,15.1
45,1475,FortWest,FortWestLemonCookies,87628745436,3.5600,16.2,14.2,0,0,19,6,5.26,9.37,4.43
45,1476,FortWest,FortWestGrahamCrackers,93613129258,2.2600,8.77,7.77,0,1,22,7,18.7,12.4,13.6
82,1477,FortWest,FortWestCheeseCrackers,24762164950,2.7000,16.3,14.2,1,1,25,12,17.2,9.92,15.6
54,1478,FortWest,FortWestButteredPopcorn,59005616307,2.6600,9.31,7.31,0,1,7,6,14.4,20.8,14.7
54,1479,FortWest,FortWestNoSaltPopcorn,49392418265,1.4600,18.3,16.2,1,1,24,5,19.9,6.15,16.3
54,1480,FortWest,FortWestLowFatPopcorn,52873635888,1.4400,21.2,19.2,0,1,32,6,18.8,16.7,12.1
83,1481,FortWest,FortWestSalsaDip,12498204112,1.9300,10.5,9.5,1,1,34,5,7.58,12.9,9.92
83,1482,FortWest,FortWestAvocadoDip,51315057873,0.6000,19.9,17.8,1,0,24,5,5.64,18.2,13.8
46,1483,FortWest,FortWestSaltedPretzels,70177392363,2.1300,11,10,1,1,20,8,3.46,10.1,6.02
83,1484,FortWest,FortWestCheeseDip,78232012391,0.6600,11.2,9.19,1,0,9,11,18.1,6,7.83
83,1485,FortWest,FortWestFondueMix,55115072131,1.5000,8.76,6.76,1,0,6,10,6.77,22.7,22.9
84,1486,FortWest,FortWestMiniDonuts,32407458424,1.7800,19,18,1,0,31,13,10.7,12.6,6.64
17,1487,FortWest,FortWestBeefJerky,79745325446,0.9500,13.8,12.8,1,0,6,12,5.19,4.78,7.65
84,1488,FortWest,FortWestChocolateDonuts,26275478005,2.3400,12.2,9.19,0,1,34,10,21.4,10.5,14.9
12,1489,FortWest,FortWestLowFatChips,18948981165,1.7300,13.3,11.3,1,0,12,11,9.74,9.82,18.9
82,1490,FortWest,FortWestSesameCrackers,24716899991,1.4000,9.14,6.14,0,1,33,12,18.7,9.79,17.1
45,1491,FortWest,FortWestFrostedCookies,76628169417,2.5800,17.1,14.1,0,1,26,10,21.3,12.8,19
109,1492,FortWest,FortWestDriedApples,51633854508,1.5200,12.4,10.3,1,1,23,13,8.44,13.8,17.4
109,1493,FortWest,FortWestAppleFruitRoll,72782890200,3.9600,6.78,4.78,0,1,13,11,20.6,9.32,8.57
109,1494,FortWest,FortWestStrawberryFruitRoll,47741368412,1.6800,18.4,15.3,0,1,17,8,11.4,18.1,16.8
109,1495,FortWest,FortWestRaspberryFruitRoll,38128170371,3.4800,15.3,12.3,1,1,12,12,16.2,9.09,12.5
109,1496,FortWest,FortWestGrapeFruitRoll,41609387993,2.4700,20.1,19.1,0,0,34,11,13.7,7.48,12.9
109,1497,FortWest,FortWestDriedDates,67331826090,3.2900,12.1,10.1,0,0,16,9,16.2,21.6,19.7
109,1498,FortWest,FortWestRaisins,40050809979,2.3000,8.32,6.31,0,0,23,8,7.94,4.99,12.8
109,1499,FortWest,FortWestGoldenRaisins,58913144469,1.3900,7.18,6.17,0,0,14,9,4.74,22.9,17.6
109,1500,FortWest,FortWestDriedApricots,66967764496,2.4100,9.79,8.78,1,1,19,11,8.07,6.74,13.6
84,1501,FortWest,FortWestFrostedDonuts,55067865252,2.5200,10,8,1,0,32,10,10.4,21.4,17.9
36,1502,GulfCoast,GulfCoastTastyCandyBar,21143210530,2.8100,7.11,6.11,1,1,3,11,8.06,9.32,10.7
36,1503,GulfCoast,GulfCoastMintChocolateBar,44578947424,2.9400,21.9,19.8,1,0,22,6,16.1,19.5,20.4
36,1504,GulfCoast,GulfCoastMaltedMilkBalls,15011230111,1.5900,21.8,19.7,1,0,10,11,6.15,3.18,17.3
36,1505,GulfCoast,GulfCoastSemi-SweetChocolateBar,97684733271,2.7500,14.7,11.6,0,0,3,10,13.3,8.52,13.9
37,1506,GulfCoast,GulfCoastBubbleGum,13452652096,3.4300,13.2,10.1,0,0,5,11,16,6.46,21.3
38,1507,GulfCoast,GulfCoastSpicyMints,65363921523,1.8400,18.9,16.8,1,0,14,8,7,19.3,8.9
38,1508,GulfCoast,GulfCoastMints,40369606614,3.5400,10.9,7.89,1,0,33,13,18.4,14.6,3.27
36,1509,GulfCoast,GulfCoastWhiteChocolateBar,61518642306,2.9800,19.3,17.2,1,0,24,12,3.98,9.94,15
5,1510,Jardon,JardonRavioli,95762093663,0.9600,17.7,15.7,1,1,9,7,8.47,16.7,12.3
5,1511,Jardon,JardonManicotti,49561676383,1.2000,11.5,9.5,1,1,22,5,11.9,14.4,18.5
5,1512,Jardon,JardonSpaghetti,53042894005,0.5400,13.7,10.6,1,0,28,13,12.8,12.6,9.81
57,1513,Jardon,JardonThaiRice,78765332102,1.9000,13.5,11.5,1,0,33,5,14.3,12.9,9.26
57,1514,Jardon,JardonRiceMedly,51484315991,0.5800,17.4,14.3,0,0,32,11,5.02,22.3,14.9
43,1515,TopMeasure,TopMeasureImportedBeer,70346650481,1.1000,11.8,9.8,1,0,28,13,17,8.9,11
44,1516,TopMeasure,TopMeasureLightWine,78401270508,3.3600,10,9,0,0,35,13,8.01,13.2,16.6
44,1517,TopMeasure,TopMeasureChardonnayWine,66501371264,0.5800,12.2,11.1,1,0,28,11,11,4.56,10.8
44,1518,TopMeasure,TopMeasureChablisWine,43793757557,3.5200,10.4,7.39,1,0,34,11,22,8.88,16.3
44,1519,TopMeasure,TopMeasureMerlotWine,67229494452,0.8100,17.3,16.2,1,0,16,10,14.5,3.79,4.24
44,1520,TopMeasure,TopMeasureChardonnay,92542605996,2.3100,7.38,4.38,0,0,10,8,3.01,3.09,22.3
44,1521,TopMeasure,TopMeasureWhiteZinfandelWine,19118239283,0.7000,16.5,13.5,1,0,17,8,8.65,19.2,4.52
43,1522,TopMeasure,TopMeasureLightBeer,24886158108,1.1400,12.8,10.8,0,0,24,12,11.4,12.3,10.6
27,1523,Modell,ModellPumpernickelBread,76797427535,1.5600,21.9,19.8,1,1,31,13,17.1,8.55,12.8
27,1524,Modell,ModellWhiteBread,51803112626,1.2600,10.3,9.3,1,1,10,6,10,14.6,8.32
27,1525,Modell,ModellRyeBread,72952148318,3.9300,15.5,13.5,1,1,23,10,15.6,10.6,16.4
26,1526,Modell,ModellEnglishMuffins,17195599675,1.6500,15.3,14.3,0,1,16,5,6.93,16.4,18.4
26,1527,Modell,ModellCranberryMuffins,97582401633,3.4600,14.7,12.6,0,0,36,10,4.65,8.86,8.02
26,1528,Modell,ModellMuffins,77161489129,2.4400,7.28,4.28,1,0,27,7,17.7,14.1,7.24
25,1529,Modell,ModellBagels,67764756083,3.2700,13.9,12.8,1,0,1,5,13.3,9.35,9.54
26,1530,Modell,ModellBlueberryMuffins,40483739972,1.2700,14.2,12.1,0,0,3,7,5.57,9.63,16.3
27,1531,Modell,ModellWheatBread,35443944334,0.5100,11.7,8.69,1,0,6,5,15.5,8.63,16.5
49,1532,CDR,CDRSesameOil,67400694489,1.3900,8.7,7.69,0,0,8,6,4.62,17.6,9.2
53,1533,CDR,CDRChunkyPeanutButter,31598665118,2.5000,7.63,5.63,1,1,13,13,20.1,13.4,8.93
51,1534,CDR,CDRHotChocolate,32793181538,2.7800,8.77,7.77,0,1,14,8,18.2,18.2,15.4
50,1535,CDR,CDRBrownSugar,56228918433,2.9200,10.3,8.3,1,0,23,11,9.86,7.49,19.3
50,1536,CDR,CDRWhiteSugar,92759070992,1.3300,6.43,4.42,0,1,29,11,22.8,13,17.4
90,1537,CDR,CDRFrenchRoastCoffee,19334704279,2.7300,16.7,14.7,1,0,14,11,15.4,6.26,18.5
90,1538,CDR,CDRDecafCoffee,13621910214,3.4000,10.4,8.39,0,0,12,10,21.6,19.1,15.5
90,1539,CDR,CDRRegularCoffee,65533179640,3.5800,11.3,10.3,1,0,35,9,6.3,21.4,10.2
49,1540,CDR,CDRVegetableOil,40538864731,3.5200,21.4,19.3,1,0,8,6,8.36,18.8,17
49,1541,CDR,CDRCornOil,61687900424,2.9500,21.2,18.2,1,1,19,13,18.5,11.3,8.97
48,1542,CDR,CDRTomatoSauce,95931351780,0.9500,8.22,6.22,1,1,19,10,15.8,6.28,7.42
49,1543,CDR,CDRCanolaOil,86318153738,2.4800,20.4,18.3,1,1,25,12,7.07,22.9,15.5
33,1544,CDR,CDRGrapePreserves,65897241234,1.4600,17,16,1,1,34,7,12.4,19.6,20.9
90,1545,CDR,CDRColumbianCoffee,25521809458,2.2900,9.52,7.52,0,0,31,5,6.04,11.6,5.17
31,1546,CDR,CDRStrawberryJelly,88240793347,0.6100,11.3,10.3,0,1,33,11,6.36,19.6,4.5
4,1547,CDR,CDRPepper,48081826567,2.3800,16.1,14.1,1,0,14,9,12.9,19.1,12.3
33,1548,CDR,CDRLowFatAppleButter,80038576722,0.6700,21,19,1,0,1,5,8.24,10.8,12.7
4,1549,CDR,CDRSalt,44236547350,1.5200,17.9,16.8,0,0,19,10,16.7,8.67,3.05
33,1550,CDR,CDRAppleButter,45431063771,1.8100,7.7,4.69,0,1,17,6,17.7,16,8.14
4,1551,CDR,CDROregano,68866800665,1.1600,15.3,13.3,0,0,32,7,16.8,20.1,15.1
31,1552,CDR,CDRAppleJelly,15396953225,2.7000,21.4,20.3,1,0,10,8,20.1,4.18,10.1
32,1553,CDR,CDRGrapeJam,31972586512,1.8600,13.5,10.5,1,0,16,6,20.7,9.45,6.96
32,1554,CDR,CDRAppleJam,37740505337,2.5400,21,19,1,1,25,8,8.25,18.8,21.9
32,1555,CDR,CDRStrawberryJam,89651774764,2.9500,21.7,18.7,1,1,18,8,14.2,21.4,16
53,1556,CDR,CDRCreamyPeanutButter,29538288712,2.6500,6.94,3.94,1,1,7,9,11.1,3.98,17.5
33,1557,CDR,CDRStrawberryPreserves,50687324404,1.2000,15.4,13.3,1,0,15,6,14.1,14.8,19.3
53,1558,CDR,CDRExtraChunkyPeanutButter,84930775761,2.1600,11.5,9.5,0,1,22,10,7.35,9.29,12.4
33,1559,CDR,CDRApplePreserves,75317577719,1.6200,21,20,0,0,7,9,15.3,20.2,18.8
31,1560,CDR,CDRGrapeJelly,54896665215,1.6000,12.5,10.5,0,1,1,9,5.44,3.24,18.3
